LRD,eNodeBName,Band,Cluster,BandIndicator,eNodeBLongitude,eNodeBLatitude,Azimuth,MechinalDowntilt,Sector,LRD_Sector
PDPO,PDPOEML,L2100,#N/A,1,101.895969,2.462055,130,0,#N/A,#N/A
PDPO,PDPOEML,L2100,#N/A,1,101.895969,2.462055,240,0,#N/A,#N/A
PDPO,PDPOEML,L2100,#N/A,1,101.895969,2.462055,320,0,#N/A,#N/A
PDPO,PDPOEML,L1800,#N/A,3,101.895969,2.462055,130,0,#N/A,#N/A
PDPO,PDPOEML,L1800,#N/A,3,101.895969,2.462055,240,0,#N/A,#N/A
PDPO,PDPOEML,L1800,#N/A,3,101.895969,2.462055,320,0,#N/A,#N/A
SLIA,SLIAEML,L1800,UMN9_07,3,101.91,2.57698,95,0,1,SLIA_S1
SLIA,SLIAEML,L1800,UMN9_07,3,101.91,2.57698,160,0,2,SLIA_S2
SLIA,SLIAEML,L1800,UMN9_07,3,101.91,2.57698,305,0,3,SLIA_S3
SLIA,SLIAEML,L900,UMN9_07,8,101.91,2.57698,95,0,1,SLIA_S1
SLIA,SLIAEML,L900,UMN9_07,8,101.91,2.57698,160,0,2,SLIA_S2
SLIA,SLIAEML,L900,UMN9_07,8,101.91,2.57698,305,0,3,SLIA_S3
ALIP,ALIPUML,L1800,UMTG_01,3,103.042542,5.201828,90,0,1,ALIP_S1
ALIP,ALIPUML,L1800,UMTG_01,3,103.042542,5.201828,200,0,2,ALIP_S2
ALIP,ALIPUML,L1800,UMTG_01,3,103.042542,5.201828,310,0,3,ALIP_S3
ALKE,ALKEUML,L1800,UMTG_04,3,102.492945,5.693246,180,0,1,ALKE_S1
ALKE,ALKEUML,L1800,UMTG_04,3,102.492945,5.693246,260,0,2,ALKE_S2
ALKE,ALKEUML,L1800,UMTG_04,3,102.492945,5.693246,340,0,3,ALKE_S3
BBTP,BBTPDML,L2600,UMKN_02,7,102.15321,6.193619,50,0,1,BBTP_S1
BBTP,BBTPDML,L2600,UMKN_02,7,102.15321,6.193619,150,0,2,BBTP_S2
BBTP,BBTPDML,L2600,UMKN_02,7,102.15321,6.193619,305,0,3,BBTP_S3
BECS,BECSDML,L1800,#N/A,3,102.25782,5.5505,0,0,#N/A,#N/A
BECS,BECSDML,L1800,#N/A,3,102.25782,5.5505,90,0,#N/A,#N/A
BECS,BECSDML,L1800,#N/A,3,102.25782,5.5505,270,0,#N/A,#N/A
BJAL,BJALDML,L2100,UMKN_03,1,102.2472,5.976,30,0,1,BJAL_S1
BJAL,BJALDML,L2100,UMKN_03,1,102.2472,5.976,140,0,2,BJAL_S2
BJAL,BJALDML,L2100,UMKN_03,1,102.2472,5.976,260,0,3,BJAL_S3
BJAL,BJALDML,L2100,UMKN_03,1,102.2472,5.976,320,0,4,BJAL_S4
BJAL,BJALDML,L1800,UMKN_03,3,102.2472,5.976,30,0,1,BJAL_S1
BJAL,BJALDML,L1800,UMKN_03,3,102.2472,5.976,140,0,2,BJAL_S2
BJAL,BJALDML,L1800,UMKN_03,3,102.2472,5.976,260,0,3,BJAL_S3
BJAL,BJALDML,L1800,UMKN_03,3,102.2472,5.976,320,0,4,BJAL_S4
BKMS,BKMSDML,L1800,UMKN_06,3,102.137321,5.881448,55,0,1,BKMS_S1
BKMS,BKMSDML,L1800,UMKN_06,3,102.137321,5.881448,190,0,2,BKMS_S2
BKMS,BKMSDML,L1800,UMKN_06,3,102.137321,5.881448,305,0,3,BKMS_S3
BNRY,BNRYDML,L2100,UMKN_03,1,102.281,6.0575,150,0,1,BNRY_S1
BNRY,BNRYDML,L2100,UMKN_03,1,102.281,6.0575,230,0,2,BNRY_S2
BNRY,BNRYDML,L2100,UMKN_03,1,102.281,6.0575,350,0,3,BNRY_S3
BNRY,BNRYDML,L2100,UMKN_03,1,102.281,6.0575,150,0,1,BNRY_S1
BNRY,BNRYDML,L2100,UMKN_03,1,102.281,6.0575,350,0,3,BNRY_S3
BNRY,BNRYDML,L1800,UMKN_03,3,102.281,6.0575,150,0,1,BNRY_S1
BNRY,BNRYDML,L1800,UMKN_03,3,102.281,6.0575,230,0,2,BNRY_S2
BNRY,BNRYDML,L1800,UMKN_03,3,102.281,6.0575,350,0,3,BNRY_S3
BNRY,BNRYDML,L1800,UMKN_03,3,102.281,6.0575,150,0,1,BNRY_S1
BNRY,BNRYDML,L1800,UMKN_03,3,102.281,6.0575,350,0,3,BNRY_S3
BSKB,BSKBDML,L2600,UMKN_01,7,102.25158,6.1118,110,0,1,BSKB_S1
BSKB,BSKBDML,L2600,UMKN_01,7,102.25158,6.1118,220,0,2,BSKB_S2
BSKB,BSKBDML,L2600,UMKN_01,7,102.25158,6.1118,340,0,3,BSKB_S3
BTBL,BTBLDML,L1800,#N/A,3,102.237066,5.553135,120,0,#N/A,#N/A
BTBL,BTBLDML,L1800,#N/A,3,102.237066,5.553135,240,0,#N/A,#N/A
BTBL,BTBLDML,L1800,#N/A,3,102.237066,5.553135,300,0,#N/A,#N/A
BTMK,BTMKDML,L1800,UMKN_09,3,102.27514,5.508319,90,0,1,BTMK_S1
BTMK,BTMKDML,L1800,UMKN_09,3,102.27514,5.508319,200,0,2,BTMK_S2
BTMK,BTMKDML,L1800,UMKN_09,3,102.27514,5.508319,350,0,3,BTMK_S3
BTTJ,BTTJCML,L1800,UMPH_09,3,102.73204,3.583228,10,2,1,BTTJ_S1
BTTJ,BTTJCML,L1800,UMPH_09,3,102.73204,3.583228,120,2,2,BTTJ_S2
BTTJ,BTTJCML,L1800,UMPH_09,3,102.73204,3.583228,245,2,3,BTTJ_S3
CCUN,CCUNDML,L1800,#N/A,3,102.082588,5.917797,60,2,#N/A,#N/A
CCUN,CCUNDML,L1800,#N/A,3,102.082588,5.917797,180,2,#N/A,#N/A
CCUN,CCUNDML,L1800,#N/A,3,102.082588,5.917797,300,2,#N/A,#N/A
DIMN,DIMNUML,L1800,UMTG_05,3,103.11544,5.035756,140,2,1,DIMN_S1
DIMN,DIMNUML,L1800,UMTG_05,3,103.11544,5.035756,280,2,2,DIMN_S2
DIMN,DIMNUML,L1800,UMTG_05,3,103.11544,5.035756,320,2,3,DIMN_S3
EC11,EC11CML,L1800,#N/A,3,102.69923,3.58405,110,2,#N/A,#N/A
EC11,EC11CML,L1800,#N/A,3,102.69923,3.58405,270,2,#N/A,#N/A
EC11,EC11CML,L1800,#N/A,3,102.69923,3.58405,340,2,#N/A,#N/A
EC12,EC12CML,L1800,#N/A,3,102.62912,3.587773,0,0,#N/A,#N/A
EC12,EC12CML,L1800,#N/A,3,102.62912,3.587773,100,0,#N/A,#N/A
EC12,EC12CML,L1800,#N/A,3,102.62912,3.587773,260,0,#N/A,#N/A
FBBD,FBBDUML,L1800,UMTG_05,3,103.1571,5.0117,30,0,1,FBBD_S1
FBBD,FBBDUML,L1800,UMTG_05,3,103.1571,5.0117,200,0,2,FBBD_S2
FBBD,FBBDUML,L1800,UMTG_05,3,103.1571,5.0117,280,0,3,FBBD_S3
FCK1,FCK1DML,L1800,#N/A,3,102.187822,4.933679,40,0,#N/A,#N/A
FCK1,FCK1DML,L1800,#N/A,3,102.187822,4.933679,140,0,#N/A,#N/A
FCK1,FCK1DML,L1800,#N/A,3,102.187822,4.933679,230,0,#N/A,#N/A
FCK2,FCK2DML,L1800,#N/A,3,102.175732,4.903264,0,0,#N/A,#N/A
FCK2,FCK2DML,L1800,#N/A,3,102.175732,4.903264,200,0,#N/A,#N/A
FCK2,FCK2DML,L1800,#N/A,3,102.175732,4.903264,290,0,#N/A,#N/A
FJ10,FJ10CML,L1800,#N/A,3,102.54721,3.830922,90,0,#N/A,#N/A
FJ10,FJ10CML,L1800,#N/A,3,102.54721,3.830922,180,0,#N/A,#N/A
FJ10,FJ10CML,L1800,#N/A,3,102.54721,3.830922,310,0,#N/A,#N/A
FJ11,FJ11CML,L1800,#N/A,3,102.52656,3.790025,70,0,#N/A,#N/A
FJ11,FJ11CML,L1800,#N/A,3,102.52656,3.790025,200,0,#N/A,#N/A
FJ11,FJ11CML,L1800,#N/A,3,102.52656,3.790025,330,0,#N/A,#N/A
FJ12,FJ12CML,L1800,#N/A,3,102.490978,3.781672,0,0,#N/A,#N/A
FJ12,FJ12CML,L1800,#N/A,3,102.490978,3.781672,140,0,#N/A,#N/A
FJ12,FJ12CML,L1800,#N/A,3,102.490978,3.781672,260,2,#N/A,#N/A
FJ13,FJ13CML,L1800,#N/A,3,102.469331,3.761422,60,0,#N/A,#N/A
FJ13,FJ13CML,L1800,#N/A,3,102.469331,3.761422,230,2,#N/A,#N/A
FJ13,FJ13CML,L1800,#N/A,3,102.469331,3.761422,330,2,#N/A,#N/A
FJ16,FJ16CML,L1800,#N/A,3,102.54021,3.69511,30,2,#N/A,#N/A
FJ16,FJ16CML,L1800,#N/A,3,102.54021,3.69511,170,2,#N/A,#N/A
FJ16,FJ16CML,L1800,#N/A,3,102.54021,3.69511,290,2,#N/A,#N/A
FJ17,FJ17CML,L1800,#N/A,3,102.555791,3.634637,60,0,#N/A,#N/A
FJ17,FJ17CML,L1800,#N/A,3,102.555791,3.634637,220,0,#N/A,#N/A
FJ17,FJ17CML,L1800,#N/A,3,102.555791,3.634637,330,0,#N/A,#N/A
FJ18,FJ18CML,L1800,UMPH_08,3,102.52972,3.59908,40,2,1,FJ18_S1
FJ18,FJ18CML,L1800,UMPH_08,3,102.52972,3.59908,170,2,2,FJ18_S2
FJ18,FJ18CML,L1800,UMPH_08,3,102.52972,3.59908,300,2,3,FJ18_S3
FJ20,FJ20CML,L1800,#N/A,3,102.52034,3.64957,60,0,#N/A,#N/A
FJ20,FJ20CML,L1800,#N/A,3,102.52034,3.64957,180,0,#N/A,#N/A
FJ20,FJ20CML,L1800,#N/A,3,102.52034,3.64957,300,0,#N/A,#N/A
FJ21,FJ21CML,L1800,#N/A,3,102.473079,3.728524,80,2,#N/A,#N/A
FJ21,FJ21CML,L1800,#N/A,3,102.473079,3.728524,210,2,#N/A,#N/A
FJ21,FJ21CML,L1800,#N/A,3,102.473079,3.728524,310,2,#N/A,#N/A
FJ22,FJ22CML,L1800,#N/A,3,102.477222,3.714197,130,0,#N/A,#N/A
FJ22,FJ22CML,L1800,#N/A,3,102.477222,3.714197,220,0,#N/A,#N/A
FJ22,FJ22CML,L1800,#N/A,3,102.477222,3.714197,340,0,#N/A,#N/A
FJ25,FJ25CML,L1800,#N/A,3,102.431602,3.730776,50,2,#N/A,#N/A
FJ25,FJ25CML,L1800,#N/A,3,102.431602,3.730776,210,2,#N/A,#N/A
FJ25,FJ25CML,L1800,#N/A,3,102.431602,3.730776,310,2,#N/A,#N/A
FJK1,FJK1CML,L1800,#N/A,3,102.592114,3.831901,70,0,#N/A,#N/A
FJK1,FJK1CML,L1800,#N/A,3,102.592114,3.831901,180,2,#N/A,#N/A
FJK1,FJK1CML,L1800,#N/A,3,102.592114,3.831901,300,2,#N/A,#N/A
FJK2,FJK2CML,L1800,#N/A,3,102.61473,3.7174,60,0,#N/A,#N/A
FJK2,FJK2CML,L1800,#N/A,3,102.61473,3.7174,210,0,#N/A,#N/A
FJK2,FJK2CML,L1800,#N/A,3,102.61473,3.7174,330,0,#N/A,#N/A
FJK4,FJK4CML,L1800,#N/A,3,102.642931,3.666253,70,0,#N/A,#N/A
FJK4,FJK4CML,L1800,#N/A,3,102.642931,3.666253,170,0,#N/A,#N/A
FJK4,FJK4CML,L1800,#N/A,3,102.642931,3.666253,270,0,#N/A,#N/A
FJK5,FJK5CML,L1800,#N/A,3,102.68771,3.62357,40,2,#N/A,#N/A
FJK5,FJK5CML,L1800,#N/A,3,102.68771,3.62357,210,2,#N/A,#N/A
FJK5,FJK5CML,L1800,#N/A,3,102.68771,3.62357,310,0,#N/A,#N/A
FJK6,FJK6CML,L1800,#N/A,3,102.622793,3.646686,90,2,#N/A,#N/A
FJK6,FJK6CML,L1800,#N/A,3,102.622793,3.646686,190,2,#N/A,#N/A
FJK6,FJK6CML,L1800,#N/A,3,102.622793,3.646686,330,2,#N/A,#N/A
FJK8,FJK8CML,L1800,#N/A,3,102.4955,3.851,130,0,#N/A,#N/A
FJK8,FJK8CML,L1800,#N/A,3,102.4955,3.851,250,0,#N/A,#N/A
FJK8,FJK8CML,L1800,#N/A,3,102.4955,3.851,350,0,#N/A,#N/A
FPPL,FPPLCML,L1800,#N/A,3,102.38519,4.03388,160,0,#N/A,#N/A
FPPL,FPPLCML,L1800,#N/A,3,102.38519,4.03388,270,0,#N/A,#N/A
FPPL,FPPLCML,L1800,#N/A,3,102.38519,4.03388,350,0,#N/A,#N/A
FSIH,FSIHUML,L1800,UMTG_04,3,102.620298,5.657401,110,0,1,FSIH_S1
FSIH,FSIHUML,L1800,UMTG_04,3,102.620298,5.657401,200,0,2,FSIH_S2
FSIH,FSIHUML,L1800,UMTG_04,3,102.620298,5.657401,320,0,3,FSIH_S3
FTG3,FTG3CML,L1800,#N/A,3,102.572361,3.254077,70,2,#N/A,#N/A
FTG3,FTG3CML,L1800,#N/A,3,102.572361,3.254077,190,2,#N/A,#N/A
FTG3,FTG3CML,L1800,#N/A,3,102.572361,3.254077,300,2,#N/A,#N/A
GALA,GALADML,L1800,#N/A,3,101.99109,4.90838,60,0,#N/A,#N/A
GALA,GALADML,L1800,#N/A,3,101.99109,4.90838,200,0,#N/A,#N/A
GALA,GALADML,L1800,#N/A,3,101.99109,4.90838,330,0,#N/A,#N/A
GBEN,GBENDML,L1800,#N/A,3,102.35986,5.76305,70,0,#N/A,#N/A
GBEN,GBENDML,L1800,#N/A,3,102.35986,5.76305,250,0,#N/A,#N/A
GBEN,GBENDML,L1800,#N/A,3,102.35986,5.76305,350,0,#N/A,#N/A
GEBO,GEBOUML,L1800,#N/A,3,103.066542,5.056724,80,0,#N/A,#N/A
GEBO,GEBOUML,L1800,#N/A,3,103.066542,5.056724,210,0,#N/A,#N/A
GEBO,GEBOUML,L1800,#N/A,3,103.066542,5.056724,350,0,#N/A,#N/A
GOBA,GOBAUML,L1800,UMTG_04,3,102.7009,5.676767,120,0,1,GOBA_S1
GOBA,GOBAUML,L1800,UMTG_04,3,102.7009,5.676767,230,0,2,GOBA_S2
GOBA,GOBAUML,L1800,UMTG_04,3,102.7009,5.676767,320,0,3,GOBA_S3
HWE8,HWE8UML,L1800,#N/A,3,103.342614,4.692774,120,2,#N/A,#N/A
HWE8,HWE8UML,L1800,#N/A,3,103.342614,4.692774,210,2,#N/A,#N/A
HWE8,HWE8UML,L1800,#N/A,3,103.342614,4.692774,330,2,#N/A,#N/A
JEPA,JEPADML,L1800,#N/A,3,102.34563,5.81657,110,0,#N/A,#N/A
JEPA,JEPADML,L1800,#N/A,3,102.34563,5.81657,200,0,#N/A,#N/A
JEPA,JEPADML,L1800,#N/A,3,102.34563,5.81657,330,0,#N/A,#N/A
JLKB,JLKBDML,L1800,UMKN_05,3,102.388853,5.836014,110,0,1,JLKB_S1
JLKB,JLKBDML,L1800,UMKN_05,3,102.388853,5.836014,220,0,2,JLKB_S2
JLKB,JLKBDML,L1800,UMKN_05,3,102.388853,5.836014,340,0,3,JLKB_S3
KBET,KBETDML,L1800,#N/A,3,101.783172,4.902737,20,0,#N/A,#N/A
KBET,KBETDML,L1800,#N/A,3,101.783172,4.902737,110,0,#N/A,#N/A
KBET,KBETDML,L1800,#N/A,3,101.783172,4.902737,230,0,#N/A,#N/A
KBKB,KBKBDML,L2600,UMKN_01,7,102.2542,6.1786,100,0,1,KBKB_S1
KBKB,KBKBDML,L2600,UMKN_01,7,102.2542,6.1786,215,0,2,KBKB_S2
KBKB,KBKBDML,L2600,UMKN_01,7,102.2542,6.1786,335,0,3,KBKB_S3
KBSB,KBSBDML,L2600,UMKN_02,7,102.19427,6.142488,95,0,1,KBSB_S1
KBSB,KBSBDML,L2600,UMKN_02,7,102.19427,6.142488,210,0,2,KBSB_S2
KBSB,KBSBDML,L2600,UMKN_02,7,102.19427,6.142488,320,0,3,KBSB_S3
KGJW,KGJWCML,L1800,#N/A,3,103.596,2.6904,120,0,#N/A,#N/A
KGJW,KGJWCML,L1800,#N/A,3,103.596,2.6904,210,0,#N/A,#N/A
KGJW,KGJWCML,L1800,#N/A,3,103.596,2.6904,310,0,#N/A,#N/A
KGKJ,KGKJDML,L1800,#N/A,3,101.94,5.896,60,0,#N/A,#N/A
KGKJ,KGKJDML,L1800,#N/A,3,101.94,5.896,140,2,#N/A,#N/A
KGKJ,KGKJDML,L1800,#N/A,3,101.94,5.896,340,2,#N/A,#N/A
KIKB,KIKBUML,L1800,UMTG_05,3,103.051539,5.070036,70,2,1,KIKB_S1
KIKB,KIKBUML,L1800,UMTG_05,3,103.051539,5.070036,200,0,2,KIKB_S2
KIKB,KIKBUML,L1800,UMTG_05,3,103.051539,5.070036,320,2,3,KIKB_S3
KKOR,KKORDML,L2600,UMKN_03,7,102.23617,6.016991,65,0,1,KKOR_S1
KKOR,KKORDML,L2600,UMKN_03,7,102.23617,6.016991,170,0,2,KKOR_S2
KKOR,KKORDML,L2600,UMKN_03,7,102.23617,6.016991,305,0,3,KKOR_S3
KLBN,KLBNDML,L2600,UMKN_02,7,102.10767,6.20262,30,2,1,KLBN_S1
KLBN,KLBNDML,L2600,UMKN_02,7,102.10767,6.20262,200,2,2,KLBN_S2
KLBN,KLBNDML,L2600,UMKN_02,7,102.10767,6.20262,300,2,3,KLBN_S3
KMH3,KMH3DML,L1800,#N/A,3,102.005359,5.898054,30,0,#N/A,#N/A
KMH3,KMH3DML,L1800,#N/A,3,102.005359,5.898054,150,0,#N/A,#N/A
KMH3,KMH3DML,L1800,#N/A,3,102.005359,5.898054,270,0,#N/A,#N/A
KMNG,KMNGDML,L1800,UMKN_06,3,102.212887,5.746391,330,0,1,KMNG_S1
KMNG,KMNGDML,L1800,UMKN_06,3,102.212887,5.746391,120,0,2,KMNG_S2
KMNG,KMNGDML,L1800,UMKN_06,3,102.212887,5.746391,240,0,3,KMNG_S3
KPLM,KPLMUML,L1800,#N/A,3,103.01509,5.21652,70,2,#N/A,#N/A
KPLM,KPLMUML,L1800,#N/A,3,103.01509,5.21652,180,2,#N/A,#N/A
KPLM,KPLMUML,L1800,#N/A,3,103.01509,5.21652,340,2,#N/A,#N/A
KPOH,KPOHDML,L1800,UMKN_07,3,102.040873,5.805302,20,0,1,KPOH_S1
KPOH,KPOHDML,L1800,UMKN_07,3,102.040873,5.805302,170,0,2,KPOH_S2
KPOH,KPOHDML,L1800,UMKN_07,3,102.040873,5.805302,260,0,3,KPOH_S3
KRLA,KRLADML,L1800,#N/A,3,102.110855,5.673873,40,2,#N/A,#N/A
KRLA,KRLADML,L1800,#N/A,3,102.110855,5.673873,190,2,#N/A,#N/A
KRLA,KRLADML,L1800,#N/A,3,102.110855,5.673873,300,2,#N/A,#N/A
KSTL,KSTLCML,L1800,#N/A,3,102.687503,3.662979,150,0,#N/A,#N/A
KSTL,KSTLCML,L1800,#N/A,3,102.687503,3.662979,240,0,#N/A,#N/A
KSTL,KSTLCML,L1800,#N/A,3,102.687503,3.662979,340,0,#N/A,#N/A
KTLM,KTLMUML,L1800,#N/A,3,103.03083,5.220374,70,0,#N/A,#N/A
KTLM,KTLMUML,L1800,#N/A,3,103.03083,5.220374,190,0,#N/A,#N/A
KTLM,KTLMUML,L1800,#N/A,3,103.03083,5.220374,330,0,#N/A,#N/A
KUPG,KUPGDML,L2600,UMKN_03,7,102.13105,6.038564,60,0,1,KUPG_S1
KUPG,KUPGDML,L2600,UMKN_03,7,102.13105,6.038564,185,0,2,KUPG_S2
KUPG,KUPGDML,L2600,UMKN_03,7,102.13105,6.038564,310,0,3,KUPG_S3
KUTT,KUTTDML,L2600,UMKN_02,7,102.208086,6.094091,30,0,1,KUTT_S1
KUTT,KUTTDML,L2600,UMKN_02,7,102.208086,6.094091,170,0,2,KUTT_S2
KUTT,KUTTDML,L2600,UMKN_02,7,102.208086,6.094091,310,0,3,KUTT_S3
LBGO,LBGODML,L1800,#N/A,3,101.9988,6.0351,50,0,#N/A,#N/A
LBGO,LBGODML,L1800,#N/A,3,101.9988,6.0351,180,0,#N/A,#N/A
LBGO,LBGODML,L1800,#N/A,3,101.9988,6.0351,270,0,#N/A,#N/A
LBJO,LBJODML,L2600,UMKN_03,7,102.107621,6.018522,55,0,1,LBJO_S1
LBJO,LBJODML,L2600,UMKN_03,7,102.107621,6.018522,160,0,2,LBJO_S2
LBJO,LBJODML,L2600,UMKN_03,7,102.107621,6.018522,285,0,3,LBJO_S3
LBST,LBSTDML,L1800,UMKN_06,3,101.947292,5.9546,10,0,1,LBST_S1
LBST,LBSTDML,L1800,UMKN_06,3,101.947292,5.9546,110,0,2,LBST_S2
LBST,LBSTDML,L1800,UMKN_06,3,101.947292,5.9546,220,0,3,LBST_S3
LSTP,LSTPUML,L1800,#N/A,3,103.14794,4.81915,20,0,#N/A,#N/A
LSTP,LSTPUML,L1800,#N/A,3,103.14794,4.81915,130,0,#N/A,#N/A
LSTP,LSTPUML,L1800,#N/A,3,103.14794,4.81915,280,0,#N/A,#N/A
MEPA,MEPAUML,L1800,UMTG_02,3,103.0147,5.4708,120,0,1,MEPA_S1
MEPA,MEPAUML,L1800,UMTG_02,3,103.0147,5.4708,230,0,2,MEPA_S2
MEPA,MEPAUML,L1800,UMTG_02,3,103.0147,5.4708,340,0,3,MEPA_S3
MERK,MERKDML,L1800,UMKN_08,3,101.970275,4.897441,50,0,1,MERK_S1
MERK,MERKDML,L1800,UMKN_08,3,101.970275,4.897441,160,0,2,MERK_S2
MERK,MERKDML,L1800,UMKN_08,3,101.970275,4.897441,260,0,3,MERK_S3
MTPL,MTPLCML,L1800,#N/A,3,102.652783,3.704062,160,0,#N/A,#N/A
MTPL,MTPLCML,L1800,#N/A,3,102.652783,3.704062,240,0,#N/A,#N/A
MTPL,MTPLCML,L1800,#N/A,3,102.652783,3.704062,350,0,#N/A,#N/A
PEPU,PEPUDML,L1800,#N/A,3,101.94818,5.877486,60,0,#N/A,#N/A
PEPU,PEPUDML,L1800,#N/A,3,101.94818,5.877486,150,0,#N/A,#N/A
PEPU,PEPUDML,L1800,#N/A,3,101.94818,5.877486,340,0,#N/A,#N/A
PKBG,PKBGUML,L1800,UMTG_05,3,103.141232,5.108123,30,2,1,PKBG_S1
PKBG,PKBGUML,L1800,UMTG_05,3,103.141232,5.108123,165,2,2,PKBG_S2
PKBG,PKBGUML,L1800,UMTG_05,3,103.141232,5.108123,320,2,3,PKBG_S3
PPAS,PPASDML,L2600,UMKN_01,7,102.276796,6.192621,105,0,1,PPAS_S1
PPAS,PPASDML,L2600,UMKN_01,7,102.276796,6.192621,180,0,2,PPAS_S2
PPAS,PPASDML,L2600,UMKN_01,7,102.276796,6.192621,280,0,3,PPAS_S3
PPTG,PPTGDML,L2100,UMKN_02,1,102.222837,6.127334,50,0,1,PPTG_S1
PPTG,PPTGDML,L2100,UMKN_02,1,102.222837,6.127334,150,0,2,PPTG_S2
PPTG,PPTGDML,L2100,UMKN_02,1,102.222837,6.127334,280,0,3,PPTG_S3
PPTG,PPTGDML,L2100,UMKN_02,1,102.222837,6.127334,50,0,1,PPTG_S1
PPTG,PPTGDML,L2100,UMKN_02,1,102.222837,6.127334,150,0,2,PPTG_S2
PPTG,PPTGDML,L2100,UMKN_02,1,102.222837,6.127334,280,0,3,PPTG_S3
PPTG,PPTGDML,L2600,UMKN_02,7,102.222837,6.127334,50,0,1,PPTG_S1
PPTG,PPTGDML,L2600,UMKN_02,7,102.222837,6.127334,150,0,2,PPTG_S2
PPTG,PPTGDML,L2600,UMKN_02,7,102.222837,6.127334,280,0,3,PPTG_S3
PPTG,PPTGDML,L2600,UMKN_02,7,102.222837,6.127334,50,0,#N/A,#N/A
PPTG,PPTGDML,L2600,UMKN_02,7,102.222837,6.127334,150,0,#N/A,#N/A
PPTG,PPTGDML,L2600,UMKN_02,7,102.222837,6.127334,280,0,#N/A,#N/A
PPTG,PPTGDML,L1800,UMKN_02,3,102.222837,6.127334,50,0,1,PPTG_S1
PPTG,PPTGDML,L1800,UMKN_02,3,102.222837,6.127334,150,0,2,PPTG_S2
PPTG,PPTGDML,L1800,UMKN_02,3,102.222837,6.127334,280,0,3,PPTG_S3
PPTG,PPTGDML,L1800,UMKN_02,3,102.222837,6.127334,50,0,1,PPTG_S1
PPTG,PPTGDML,L1800,UMKN_02,3,102.222837,6.127334,150,0,2,PPTG_S2
PPTG,PPTGDML,L1800,UMKN_02,3,102.222837,6.127334,280,0,3,PPTG_S3
PSGI,PSGICML,L1800,#N/A,3,102.64973,3.52116,80,0,#N/A,#N/A
PSGI,PSGICML,L1800,#N/A,3,102.64973,3.52116,260,0,#N/A,#N/A
PSGI,PSGICML,L1800,#N/A,3,102.64973,3.52116,320,0,#N/A,#N/A
PTAJ,PTAJCML,L1800,#N/A,3,102.686422,3.55405,50,0,#N/A,#N/A
PTAJ,PTAJCML,L1800,#N/A,3,102.686422,3.55405,170,0,#N/A,#N/A
PTAJ,PTAJCML,L1800,#N/A,3,102.686422,3.55405,300,0,#N/A,#N/A
PTWG,PTWGDML,L2100,UMKN_01,1,102.329869,6.139151,30,0,1,PTWG_S1
PTWG,PTWGDML,L2100,UMKN_01,1,102.329869,6.139151,190,0,2,PTWG_S2
PTWG,PTWGDML,L2100,UMKN_01,1,102.329869,6.139151,270,0,3,PTWG_S3
PTWG,PTWGDML,L2100,UMKN_01,1,102.329869,6.139151,110,0,4,PTWG_S4
PTWG,PTWGDML,L1800,UMKN_01,3,102.329869,6.139151,30,0,1,PTWG_S1
PTWG,PTWGDML,L1800,UMKN_01,3,102.329869,6.139151,190,0,2,PTWG_S2
PTWG,PTWGDML,L1800,UMKN_01,3,102.329869,6.139151,270,0,3,PTWG_S3
PTWG,PTWGDML,L1800,UMKN_01,3,102.329869,6.139151,110,0,4,PTWG_S4
PYTH,PYTHCML,L1800,#N/A,3,102.33492,3.99093,60,0,#N/A,#N/A
PYTH,PYTHCML,L1800,#N/A,3,102.33492,3.99093,150,0,#N/A,#N/A
PYTH,PYTHCML,L1800,#N/A,3,102.33492,3.99093,320,0,#N/A,#N/A
REMA,REMADML,L2600,UMKN_06,7,102.1541,5.8017,100,2,1,REMA_S1
REMA,REMADML,L2600,UMKN_06,7,102.1541,5.8017,230,2,2,REMA_S2
REMA,REMADML,L2600,UMKN_06,7,102.1541,5.8017,350,2,3,REMA_S3
SEDA,SEDADML,L2600,UMKN_02,7,102.17366,6.17936,120,0,1,SEDA_S1
SEDA,SEDADML,L2600,UMKN_02,7,102.17366,6.17936,220,0,2,SEDA_S2
SEDA,SEDADML,L2600,UMKN_02,7,102.17366,6.17936,330,0,3,SEDA_S3
SGJN,SGJNCML,L1800,UMPH_14,3,102.36083,3.95975,60,0,1,SGJN_S1
SGJN,SGJNCML,L1800,UMPH_14,3,102.36083,3.95975,180,0,2,SGJN_S2
SGJN,SGJNCML,L1800,UMPH_14,3,102.36083,3.95975,320,0,3,SGJN_S3
SGLE,SGLECML,L1800,UMPH_09,3,102.662213,3.546003,20,0,1,SGLE_S1
SGLE,SGLECML,L1800,UMPH_09,3,102.662213,3.546003,110,0,2,SGLE_S2
SGLE,SGLECML,L1800,UMPH_09,3,102.662213,3.546003,240,0,3,SGLE_S3
SGMI,SGMICML,L1800,#N/A,3,103.4214,3.38139,0,0,#N/A,#N/A
SGMI,SGMICML,L1800,#N/A,3,103.4214,3.38139,180,0,#N/A,#N/A
SGMI,SGMICML,L1800,#N/A,3,103.4214,3.38139,290,0,#N/A,#N/A
SGMK,SGMKDML,L1800,#N/A,3,101.799,5.7162,120,2,#N/A,#N/A
SGMK,SGMKDML,L1800,#N/A,3,101.799,5.7162,250,2,#N/A,#N/A
