LRD,eNodeBName,Band,Cluster,BandIndicator,eNodeBLongitude,eNodeBLatitude,Azimuth,MechinalDowntilt,Sector,LRD_Sector
MANO,MANOFML,L2100,UMPR_13,1,100.882216,4.591566,60,0,1,MANO_S1
MANO,MANOFML,L2100,UMPR_13,1,100.882216,4.591566,200,0,2,MANO_S2
MANO,MANOFML,L2100,UMPR_13,1,100.882216,4.591566,340,0,3,MANO_S3
MANO,MANOFML,L1800,UMPR_13,3,100.882216,4.591566,60,0,1,MANO_S1
MANO,MANOFML,L1800,UMPR_13,3,100.882216,4.591566,200,0,2,MANO_S2
MANO,MANOFML,L1800,UMPR_13,3,100.882216,4.591566,340,0,3,MANO_S3
MANR,MANRAML,L900,UMPR_08,8,100.643951,4.208286,20,0,1,MANR_S1
MANR,MANRAML,L900,UMPR_08,8,100.643951,4.208286,130,0,2,MANR_S2
MANR,MANRAML,L900,UMPR_08,8,100.643951,4.208286,200,0,3,MANR_S3
MANR,MANRAML,L900,UMPR_08,8,100.643951,4.208286,300,0,4,MANR_S4
MANR,MANRAML,L2100,UMPR_08,1,100.643951,4.208286,20,0,1,MANR_S1
MANR,MANRAML,L2100,UMPR_08,1,100.643951,4.208286,130,0,2,MANR_S2
MANR,MANRAML,L2100,UMPR_08,1,100.643951,4.208286,200,0,3,MANR_S3
MANR,MANRAML,L2100,UMPR_08,1,100.643951,4.208286,300,0,4,MANR_S4
MANR,MANRAML,L1800,UMPR_08,3,100.643951,4.208286,20,0,1,MANR_S1
MANR,MANRAML,L1800,UMPR_08,3,100.643951,4.208286,130,0,2,MANR_S2
MANR,MANRAML,L1800,UMPR_08,3,100.643951,4.208286,200,0,3,MANR_S3
MANR,MANRAML,L1800,UMPR_08,3,100.643951,4.208286,300,0,4,MANR_S4
MARM,MARMFML,L900,UMPR_01,8,101.06302,4.621157,30,0,1,MARM_S1
MARM,MARMFML,L900,UMPR_01,8,101.06302,4.621157,180,0,2,MARM_S2
MARM,MARMFML,L900,UMPR_01,8,101.06302,4.621157,270,0,3,MARM_S3
MARM,MARMFML,L2100,UMPR_01,1,101.06302,4.621157,30,0,1,MARM_S1
MARM,MARMFML,L2100,UMPR_01,1,101.06302,4.621157,180,0,2,MARM_S2
MARM,MARMFML,L2100,UMPR_01,1,101.06302,4.621157,270,0,3,MARM_S3
MARM,MARMFML,L2100,UMPR_01,1,101.06302,4.621157,90,0,#N/A,#N/A
MARM,MARMFML,L2100,UMPR_01,1,101.06302,4.621157,330,0,#N/A,#N/A
MARM,MARMFML,L2600,UMPR_01,7,101.06302,4.621157,60,0,1,MARM_S1
MARM,MARMFML,L2600,UMPR_01,7,101.06302,4.621157,180,0,2,MARM_S2
MARM,MARMFML,L2600,UMPR_01,7,101.06302,4.621157,300,0,3,MARM_S3
MARM,MARMFML,L1800,UMPR_01,3,101.06302,4.621157,30,0,1,MARM_S1
MARM,MARMFML,L1800,UMPR_01,3,101.06302,4.621157,180,0,2,MARM_S2
MARM,MARMFML,L1800,UMPR_01,3,101.06302,4.621157,270,0,3,MARM_S3
MARM,MARMFML,L1800,UMPR_01,3,101.06302,4.621157,90,0,#N/A,#N/A
MARM,MARMFML,L1800,UMPR_01,3,101.06302,4.621157,330,0,#N/A,#N/A
MBDW,MBDWFML,L900,UMPR_06,8,101.150234,4.253422,60,0,1,MBDW_S1
MBDW,MBDWFML,L900,UMPR_06,8,101.150234,4.253422,220,0,2,MBDW_S2
MBDW,MBDWFML,L900,UMPR_06,8,101.150234,4.253422,310,0,3,MBDW_S3
MBDW,MBDWFML,L2100,UMPR_06,1,101.150234,4.253422,60,0,1,MBDW_S1
MBDW,MBDWFML,L2100,UMPR_06,1,101.150234,4.253422,220,0,2,MBDW_S2
MBDW,MBDWFML,L2100,UMPR_06,1,101.150234,4.253422,310,0,3,MBDW_S3
MBDW,MBDWFML,L1800,UMPR_06,3,101.150234,4.253422,60,0,1,MBDW_S1
MBDW,MBDWFML,L1800,UMPR_06,3,101.150234,4.253422,220,0,2,MBDW_S2
MBDW,MBDWFML,L1800,UMPR_06,3,101.150234,4.253422,310,0,3,MBDW_S3
MBER,MBERAML,L900,UMPR_03,8,101.044521,4.563167,40,0,1,MBER_S1
MBER,MBERAML,L900,UMPR_03,8,101.044521,4.563167,180,0,2,MBER_S2
MBER,MBERAML,L900,UMPR_03,8,101.044521,4.563167,300,0,3,MBER_S3
MBER,MBERAML,L2100,UMPR_03,1,101.044521,4.563167,40,0,1,MBER_S1
MBER,MBERAML,L2100,UMPR_03,1,101.044521,4.563167,180,0,2,MBER_S2
MBER,MBERAML,L2100,UMPR_03,1,101.044521,4.563167,300,0,3,MBER_S3
MBER,MBERAML,L2600,UMPR_03,7,101.044521,4.563167,40,0,1,MBER_S1
MBER,MBERAML,L2600,UMPR_03,7,101.044521,4.563167,180,0,2,MBER_S2
MBER,MBERAML,L2600,UMPR_03,7,101.044521,4.563167,300,0,3,MBER_S3
MBER,MBERAML,L1800,UMPR_03,3,101.044521,4.563167,40,0,1,MBER_S1
MBER,MBERAML,L1800,UMPR_03,3,101.044521,4.563167,180,0,2,MBER_S2
MBER,MBERAML,L1800,UMPR_03,3,101.044521,4.563167,300,0,3,MBER_S3
MDEP,MDEPAML,L900,UMPR_16,8,101.144945,4.650362,80,0,1,MDEP_S1
MDEP,MDEPAML,L900,UMPR_16,8,101.144945,4.650362,180,0,2,MDEP_S2
MDEP,MDEPAML,L900,UMPR_16,8,101.144945,4.650362,280,0,3,MDEP_S3
MDEP,MDEPAML,L2100,UMPR_16,1,101.144945,4.650362,80,0,1,MDEP_S1
MDEP,MDEPAML,L2100,UMPR_16,1,101.144945,4.650362,180,0,2,MDEP_S2
MDEP,MDEPAML,L2100,UMPR_16,1,101.144945,4.650362,280,0,3,MDEP_S3
MDEP,MDEPAML,L1800,UMPR_16,3,101.144945,4.650362,80,0,1,MDEP_S1
MDEP,MDEPAML,L1800,UMPR_16,3,101.144945,4.650362,180,0,2,MDEP_S2
MDEP,MDEPAML,L1800,UMPR_16,3,101.144945,4.650362,280,0,3,MDEP_S3
MEBE,MEBEAML,L900,UMPR_14,8,101.080019,4.670833,60,0,1,MEBE_S1
MEBE,MEBEAML,L900,UMPR_14,8,101.080019,4.670833,185,0,2,MEBE_S2
MEBE,MEBEAML,L900,UMPR_14,8,101.080019,4.670833,300,0,3,MEBE_S3
MEBE,MEBEAML,L2100,UMPR_14,1,101.080019,4.670833,60,0,1,MEBE_S1
MEBE,MEBEAML,L2100,UMPR_14,1,101.080019,4.670833,185,0,2,MEBE_S2
MEBE,MEBEAML,L2100,UMPR_14,1,101.080019,4.670833,300,0,3,MEBE_S3
MEBE,MEBEAML,L2100,UMPR_14,1,101.080019,4.670833,300,0,3,MEBE_S3
MEBE,MEBEAML,L2600,UMPR_14,7,101.080019,4.670833,60,0,1,MEBE_S1
MEBE,MEBEAML,L2600,UMPR_14,7,101.080019,4.670833,185,0,2,MEBE_S2
MEBE,MEBEAML,L2600,UMPR_14,7,101.080019,4.670833,300,0,3,MEBE_S3
MEBE,MEBEAML,L2600,UMPR_14,7,101.080019,4.670833,300,0,3,MEBE_S3
MEBE,MEBEAML,L1800,UMPR_14,3,101.080019,4.670833,60,0,1,MEBE_S1
MEBE,MEBEAML,L1800,UMPR_14,3,101.080019,4.670833,185,0,2,MEBE_S2
MEBE,MEBEAML,L1800,UMPR_14,3,101.080019,4.670833,300,0,3,MEBE_S3
MEBE,MEBEAML,L1800,UMPR_14,3,101.080019,4.670833,300,0,3,MEBE_S3
MELI,MELIAML,L900,UMPR_07,8,100.937274,3.884974,10,0,1,MELI_S1
MELI,MELIAML,L900,UMPR_07,8,100.937274,3.884974,200,0,2,MELI_S2
MELI,MELIAML,L900,UMPR_07,8,100.937274,3.884974,290,0,3,MELI_S3
MELI,MELIAML,L2100,UMPR_07,1,100.937274,3.884974,10,0,1,MELI_S1
MELI,MELIAML,L2100,UMPR_07,1,100.937274,3.884974,200,0,2,MELI_S2
MELI,MELIAML,L2100,UMPR_07,1,100.937274,3.884974,290,0,3,MELI_S3
MELI,MELIAML,L2600,UMPR_07,7,100.937274,3.884974,10,0,1,MELI_S1
MELI,MELIAML,L2600,UMPR_07,7,100.937274,3.884974,200,0,2,MELI_S2
MELI,MELIAML,L2600,UMPR_07,7,100.937274,3.884974,290,0,3,MELI_S3
MELI,MELIAML,L1800,UMPR_07,3,100.937274,3.884974,10,0,1,MELI_S1
MELI,MELIAML,L1800,UMPR_07,3,100.937274,3.884974,200,0,2,MELI_S2
MELI,MELIAML,L1800,UMPR_07,3,100.937274,3.884974,290,0,3,MELI_S3
MGLG,MGLGFML,L900,UMPR_10,8,100.67876,4.794457,95,0,1,MGLG_S1
MGLG,MGLGFML,L900,UMPR_10,8,100.67876,4.794457,170,0,2,MGLG_S2
MGLG,MGLGFML,L900,UMPR_10,8,100.67876,4.794457,350,0,3,MGLG_S3
MGLG,MGLGFML,L2100,UMPR_10,1,100.67876,4.794457,95,0,1,MGLG_S1
MGLG,MGLGFML,L2100,UMPR_10,1,100.67876,4.794457,170,0,2,MGLG_S2
MGLG,MGLGFML,L2100,UMPR_10,1,100.67876,4.794457,350,0,3,MGLG_S3
MGLG,MGLGFML,L1800,UMPR_10,3,100.67876,4.794457,95,0,1,MGLG_S1
MGLG,MGLGFML,L1800,UMPR_10,3,100.67876,4.794457,170,0,2,MGLG_S2
MGLG,MGLGFML,L1800,UMPR_10,3,100.67876,4.794457,350,0,3,MGLG_S3
MHEI,MHEIAML,L900,UMPR_14,8,101.063101,4.651106,60,0,1,MHEI_S1
MHEI,MHEIAML,L900,UMPR_14,8,101.063101,4.651106,180,0,2,MHEI_S2
MHEI,MHEIAML,L900,UMPR_14,8,101.063101,4.651106,300,0,3,MHEI_S3
MHEI,MHEIAML,L2100,UMPR_14,1,101.063101,4.651106,60,0,1,MHEI_S1
MHEI,MHEIAML,L2100,UMPR_14,1,101.063101,4.651106,180,0,2,MHEI_S2
MHEI,MHEIAML,L2100,UMPR_14,1,101.063101,4.651106,300,0,3,MHEI_S3
MHEI,MHEIAML,L2600,UMPR_14,7,101.063101,4.651106,60,0,1,MHEI_S1
MHEI,MHEIAML,L2600,UMPR_14,7,101.063101,4.651106,180,0,2,MHEI_S2
MHEI,MHEIAML,L2600,UMPR_14,7,101.063101,4.651106,300,0,3,MHEI_S3
MHEI,MHEIAML,L1800,UMPR_14,3,101.063101,4.651106,60,0,1,MHEI_S1
MHEI,MHEIAML,L1800,UMPR_14,3,101.063101,4.651106,180,0,2,MHEI_S2
MHEI,MHEIAML,L1800,UMPR_14,3,101.063101,4.651106,300,0,3,MHEI_S3
MHLL,MHLLFML,L900,UMPR_07,8,100.999441,3.995394,90,0,1,MHLL_S1
MHLL,MHLLFML,L900,UMPR_07,8,100.999441,3.995394,190,0,2,MHLL_S2
MHLL,MHLLFML,L900,UMPR_07,8,100.999441,3.995394,270,0,3,MHLL_S3
MHLL,MHLLFML,L2100,UMPR_07,1,100.999441,3.995394,90,0,1,MHLL_S1
MHLL,MHLLFML,L2100,UMPR_07,1,100.999441,3.995394,190,0,2,MHLL_S2
MHLL,MHLLFML,L2100,UMPR_07,1,100.999441,3.995394,270,0,3,MHLL_S3
MHLL,MHLLFML,L2600,UMPR_07,7,100.999441,3.995394,90,0,1,MHLL_S1
MHLL,MHLLFML,L2600,UMPR_07,7,100.999441,3.995394,190,0,2,MHLL_S2
MHLL,MHLLFML,L2600,UMPR_07,7,100.999441,3.995394,270,0,3,MHLL_S3
MHLL,MHLLFML,L1800,UMPR_07,3,100.999441,3.995394,90,0,1,MHLL_S1
MHLL,MHLLFML,L1800,UMPR_07,3,100.999441,3.995394,190,0,2,MHLL_S2
MHLL,MHLLFML,L1800,UMPR_07,3,100.999441,3.995394,270,0,3,MHLL_S3
MIJE,MIJEAML,L900,UMPR_08,8,100.604057,4.212332,80,0,1,MIJE_S1
MIJE,MIJEAML,L900,UMPR_08,8,100.604057,4.212332,175,0,2,MIJE_S2
MIJE,MIJEAML,L900,UMPR_08,8,100.604057,4.212332,295,0,3,MIJE_S3
MIJE,MIJEAML,L2100,UMPR_08,1,100.604057,4.212332,80,0,1,MIJE_S1
MIJE,MIJEAML,L2100,UMPR_08,1,100.604057,4.212332,175,0,2,MIJE_S2
MIJE,MIJEAML,L2100,UMPR_08,1,100.604057,4.212332,295,0,3,MIJE_S3
MIJE,MIJEAML,L1800,UMPR_08,3,100.604057,4.212332,80,0,1,MIJE_S1
MIJE,MIJEAML,L1800,UMPR_08,3,100.604057,4.212332,175,0,2,MIJE_S2
MIJE,MIJEAML,L1800,UMPR_08,3,100.604057,4.212332,295,0,3,MIJE_S3
MING,MINGAML,L900,UMPR_03,8,101.04934,4.56789,60,0,1,MING_S1
MING,MINGAML,L900,UMPR_03,8,101.04934,4.56789,230,0,2,MING_S2
MING,MINGAML,L900,UMPR_03,8,101.04934,4.56789,330,0,3,MING_S3
MING,MINGAML,L2100,UMPR_03,1,101.04934,4.56789,60,0,1,MING_S1
MING,MINGAML,L2100,UMPR_03,1,101.04934,4.56789,230,0,2,MING_S2
MING,MINGAML,L2100,UMPR_03,1,101.04934,4.56789,330,0,3,MING_S3
MING,MINGAML,L2600,UMPR_03,7,101.04934,4.56789,60,0,1,MING_S1
MING,MINGAML,L2600,UMPR_03,7,101.04934,4.56789,230,0,2,MING_S2
MING,MINGAML,L2600,UMPR_03,7,101.04934,4.56789,330,0,3,MING_S3
MING,MINGAML,L1800,UMPR_03,3,101.04934,4.56789,60,0,1,MING_S1
MING,MINGAML,L1800,UMPR_03,3,101.04934,4.56789,230,0,2,MING_S2
MING,MINGAML,L1800,UMPR_03,3,101.04934,4.56789,330,0,3,MING_S3
MJIJ,MJIJFML,L900,UMPR_07,8,101.1297,4.14832,350,0,1,MJIJ_S1
MJIJ,MJIJFML,L900,UMPR_07,8,101.1297,4.14832,100,0,2,MJIJ_S2
MJIJ,MJIJFML,L900,UMPR_07,8,101.1297,4.14832,260,0,3,MJIJ_S3
MJIJ,MJIJFML,L1800,UMPR_07,3,101.1297,4.14832,350,0,1,MJIJ_S1
MJIJ,MJIJFML,L1800,UMPR_07,3,101.1297,4.14832,100,0,2,MJIJ_S2
MJIJ,MJIJFML,L1800,UMPR_07,3,101.1297,4.14832,260,0,3,MJIJ_S3
MJOI,MJOIAML,L900,UMPR_01,8,101.06912,4.61565,90,0,1,MJOI_S1
MJOI,MJOIAML,L900,UMPR_01,8,101.06912,4.61565,200,0,2,MJOI_S2
MJOI,MJOIAML,L900,UMPR_01,8,101.06912,4.61565,300,0,3,MJOI_S3
MJOI,MJOIAML,L2100,UMPR_01,1,101.06912,4.61565,90,0,1,MJOI_S1
MJOI,MJOIAML,L2100,UMPR_01,1,101.06912,4.61565,200,0,2,MJOI_S2
MJOI,MJOIAML,L2100,UMPR_01,1,101.06912,4.61565,300,0,3,MJOI_S3
MJOI,MJOIAML,L2600,UMPR_01,7,101.06912,4.61565,90,0,1,MJOI_S1
MJOI,MJOIAML,L2600,UMPR_01,7,101.06912,4.61565,200,0,2,MJOI_S2
MJOI,MJOIAML,L2600,UMPR_01,7,101.06912,4.61565,300,0,3,MJOI_S3
MJOI,MJOIAML,L1800,UMPR_01,3,101.06912,4.61565,90,0,1,MJOI_S1
MJOI,MJOIAML,L1800,UMPR_01,3,101.06912,4.61565,200,0,2,MJOI_S2
MJOI,MJOIAML,L1800,UMPR_01,3,101.06912,4.61565,300,0,3,MJOI_S3
MJUN,MJUNABL,L2100,#N/A,1,100.6715,4.21856,0,0,1,MJUN_S1
MJUN,MJUNABL,L2100,#N/A,1,100.6715,4.21856,0,0,2,MJUN_S2
MKLP,MKLPFML,L900,UMPR_14,8,101.126389,4.663972,0,0,1,MKLP_S1
MKLP,MKLPFML,L900,UMPR_14,8,101.126389,4.663972,210,0,2,MKLP_S2
MKLP,MKLPFML,L900,UMPR_14,8,101.126389,4.663972,270,0,3,MKLP_S3
MKLP,MKLPFML,L2100,UMPR_14,1,101.126389,4.663972,0,0,1,MKLP_S1
MKLP,MKLPFML,L2100,UMPR_14,1,101.126389,4.663972,210,0,2,MKLP_S2
MKLP,MKLPFML,L2100,UMPR_14,1,101.126389,4.663972,270,0,3,MKLP_S3
MKLP,MKLPFML,L2600,UMPR_14,7,101.126389,4.663972,0,0,1,MKLP_S1
MKLP,MKLPFML,L2600,UMPR_14,7,101.126389,4.663972,210,0,2,MKLP_S2
MKLP,MKLPFML,L2600,UMPR_14,7,101.126389,4.663972,270,0,3,MKLP_S3
MKLP,MKLPFML,L1800,UMPR_14,3,101.126389,4.663972,0,0,1,MKLP_S1
MKLP,MKLPFML,L1800,UMPR_14,3,101.126389,4.663972,210,0,2,MKLP_S2
MKLP,MKLPFML,L1800,UMPR_14,3,101.126389,4.663972,270,0,3,MKLP_S3
MLPR,MLPRFML,L900,UMPR_06,8,101.531854,3.715251,60,0,1,MLPR_S1
MLPR,MLPRFML,L900,UMPR_06,8,101.531854,3.715251,190,0,2,MLPR_S2
MLPR,MLPRFML,L900,UMPR_06,8,101.531854,3.715251,290,0,3,MLPR_S3
MLPR,MLPRFML,L2100,UMPR_06,1,101.531854,3.715251,60,0,1,MLPR_S1
MLPR,MLPRFML,L2100,UMPR_06,1,101.531854,3.715251,190,0,2,MLPR_S2
MLPR,MLPRFML,L2100,UMPR_06,1,101.531854,3.715251,290,0,3,MLPR_S3
MLPR,MLPRFML,L2600,UMPR_06,7,101.531854,3.715251,60,0,1,MLPR_S1
MLPR,MLPRFML,L2600,UMPR_06,7,101.531854,3.715251,190,0,2,MLPR_S2
MLPR,MLPRFML,L2600,UMPR_06,7,101.531854,3.715251,290,0,3,MLPR_S3
MLPR,MLPRFML,L1800,UMPR_06,3,101.531854,3.715251,60,0,1,MLPR_S1
MLPR,MLPRFML,L1800,UMPR_06,3,101.531854,3.715251,190,0,2,MLPR_S2
MLPR,MLPRFML,L1800,UMPR_06,3,101.531854,3.715251,290,0,3,MLPR_S3
MNWT,MNWTFML,L900,UMPR_05,8,101.117747,4.353546,10,0,1,MNWT_S1
MNWT,MNWTFML,L900,UMPR_05,8,101.117747,4.353546,210,0,2,MNWT_S2
MNWT,MNWTFML,L900,UMPR_05,8,101.117747,4.353546,300,0,3,MNWT_S3
MNWT,MNWTFML,L2100,UMPR_05,1,101.117747,4.353546,10,0,1,MNWT_S1
MNWT,MNWTFML,L2100,UMPR_05,1,101.117747,4.353546,210,0,2,MNWT_S2
MNWT,MNWTFML,L2100,UMPR_05,1,101.117747,4.353546,300,0,3,MNWT_S3
MNWT,MNWTFML,L2100,UMPR_05,1,101.117747,4.353546,10,0,1,MNWT_S1
MNWT,MNWTFML,L2600,UMPR_05,7,101.117747,4.353546,10,0,1,MNWT_S1
MNWT,MNWTFML,L2600,UMPR_05,7,101.117747,4.353546,210,0,2,MNWT_S2
MNWT,MNWTFML,L2600,UMPR_05,7,101.117747,4.353546,300,0,3,MNWT_S3
MNWT,MNWTFML,L2600,UMPR_05,7,101.117747,4.353546,10,0,#N/A,#N/A
MNWT,MNWTFML,L1800,UMPR_05,3,101.117747,4.353546,10,0,1,MNWT_S1
MNWT,MNWTFML,L1800,UMPR_05,3,101.117747,4.353546,210,0,2,MNWT_S2
MNWT,MNWTFML,L1800,UMPR_05,3,101.117747,4.353546,300,0,3,MNWT_S3
MNWT,MNWTFML,L1800,UMPR_05,3,101.117747,4.353546,10,0,1,MNWT_S1
MPER,MPERAML,L900,UMPR_14,8,101.0822,4.682259,60,0,1,MPER_S1
MPER,MPERAML,L900,UMPR_14,8,101.0822,4.682259,150,0,2,MPER_S2
MPER,MPERAML,L900,UMPR_14,8,101.0822,4.682259,310,0,3,MPER_S3
MPER,MPERAML,L2100,UMPR_14,1,101.0822,4.682259,60,0,1,MPER_S1
MPER,MPERAML,L2100,UMPR_14,1,101.0822,4.682259,150,0,2,MPER_S2
MPER,MPERAML,L2100,UMPR_14,1,101.0822,4.682259,310,0,3,MPER_S3
MPER,MPERAML,L2600,UMPR_14,7,101.0822,4.682259,60,0,1,MPER_S1
MPER,MPERAML,L2600,UMPR_14,7,101.0822,4.682259,150,0,2,MPER_S2
MPER,MPERAML,L2600,UMPR_14,7,101.0822,4.682259,310,0,3,MPER_S3
MPER,MPERAML,L1800,UMPR_14,3,101.0822,4.682259,60,0,1,MPER_S1
MPER,MPERAML,L1800,UMPR_14,3,101.0822,4.682259,150,0,2,MPER_S2
MPER,MPERAML,L1800,UMPR_14,3,101.0822,4.682259,310,0,3,MPER_S3
MSIA,MSIAAML,L900,UMPR_01,8,101.078155,4.621383,90,0,1,MSIA_S1
MSIA,MSIAAML,L900,UMPR_01,8,101.078155,4.621383,200,0,2,MSIA_S2
MSIA,MSIAAML,L900,UMPR_01,8,101.078155,4.621383,290,0,3,MSIA_S3
MSIA,MSIAAML,L2100,UMPR_01,1,101.078155,4.621383,90,0,1,MSIA_S1
MSIA,MSIAAML,L2100,UMPR_01,1,101.078155,4.621383,200,0,2,MSIA_S2
MSIA,MSIAAML,L2100,UMPR_01,1,101.078155,4.621383,290,0,3,MSIA_S3
MSIA,MSIAAML,L2600,UMPR_01,7,101.078155,4.621383,90,0,1,MSIA_S1
MSIA,MSIAAML,L2600,UMPR_01,7,101.078155,4.621383,200,0,2,MSIA_S2
MSIA,MSIAAML,L2600,UMPR_01,7,101.078155,4.621383,290,0,3,MSIA_S3
MSIA,MSIAAML,L1800,UMPR_01,3,101.078155,4.621383,90,0,1,MSIA_S1
MSIA,MSIAAML,L1800,UMPR_01,3,101.078155,4.621383,200,0,2,MSIA_S2
MSIA,MSIAAML,L1800,UMPR_01,3,101.078155,4.621383,290,0,3,MSIA_S3
MSJY,MSJYAML,L900,UMPR_02,8,101.0561,4.58204,70,0,1,MSJY_S1
MSJY,MSJYAML,L900,UMPR_02,8,101.0561,4.58204,180,0,2,MSJY_S2
MSJY,MSJYAML,L900,UMPR_02,8,101.0561,4.58204,290,0,3,MSJY_S3
MSJY,MSJYAML,L2100,UMPR_02,1,101.0561,4.58204,70,0,1,MSJY_S1
MSJY,MSJYAML,L2100,UMPR_02,1,101.0561,4.58204,180,0,2,MSJY_S2
MSJY,MSJYAML,L2100,UMPR_02,1,101.0561,4.58204,290,0,3,MSJY_S3
MSJY,MSJYAML,L2600,UMPR_02,7,101.0561,4.58204,70,0,1,MSJY_S1
MSJY,MSJYAML,L2600,UMPR_02,7,101.0561,4.58204,180,0,2,MSJY_S2
MSJY,MSJYAML,L2600,UMPR_02,7,101.0561,4.58204,290,0,3,MSJY_S3
MSJY,MSJYAML,L1800,UMPR_02,3,101.0561,4.58204,70,0,1,MSJY_S1
MSJY,MSJYAML,L1800,UMPR_02,3,101.0561,4.58204,180,0,2,MSJY_S2
MSJY,MSJYAML,L1800,UMPR_02,3,101.0561,4.58204,290,0,3,MSJY_S3
MTAC,MTACFML,L900,UMPR_09,8,100.673402,4.517478,75,0,1,MTAC_S1
MTAC,MTACFML,L900,UMPR_09,8,100.673402,4.517478,220,0,2,MTAC_S2
MTAC,MTACFML,L900,UMPR_09,8,100.673402,4.517478,355,0,3,MTAC_S3
MTAC,MTACFML,L2100,UMPR_09,1,100.673402,4.517478,75,0,1,MTAC_S1
MTAC,MTACFML,L2100,UMPR_09,1,100.673402,4.517478,220,0,2,MTAC_S2
MTAC,MTACFML,L2100,UMPR_09,1,100.673402,4.517478,355,0,3,MTAC_S3
MTAC,MTACFML,L1800,UMPR_09,3,100.673402,4.517478,75,0,1,MTAC_S1
MTAC,MTACFML,L1800,UMPR_09,3,100.673402,4.517478,220,0,2,MTAC_S2
MTAC,MTACFML,L1800,UMPR_09,3,100.673402,4.517478,355,0,3,MTAC_S3
MTIA,MTIAAML,L900,UMPR_04,8,101.118545,4.581088,60,0,1,MTIA_S1
MTIA,MTIAAML,L900,UMPR_04,8,101.118545,4.581088,175,0,2,MTIA_S2
MTIA,MTIAAML,L900,UMPR_04,8,101.118545,4.581088,300,0,3,MTIA_S3
MTIA,MTIAAML,L2100,UMPR_04,1,101.118545,4.581088,60,0,1,MTIA_S1
MTIA,MTIAAML,L2100,UMPR_04,1,101.118545,4.581088,175,0,2,MTIA_S2
MTIA,MTIAAML,L2100,UMPR_04,1,101.118545,4.581088,300,0,3,MTIA_S3
MTIA,MTIAAML,L2600,UMPR_04,7,101.118545,4.581088,60,0,1,MTIA_S1
MTIA,MTIAAML,L2600,UMPR_04,7,101.118545,4.581088,175,0,2,MTIA_S2
MTIA,MTIAAML,L2600,UMPR_04,7,101.118545,4.581088,300,0,3,MTIA_S3
MTIA,MTIAAML,L1800,UMPR_04,3,101.118545,4.581088,60,0,1,MTIA_S1
MTIA,MTIAAML,L1800,UMPR_04,3,101.118545,4.581088,175,0,2,MTIA_S2
MTIA,MTIAAML,L1800,UMPR_04,3,101.118545,4.581088,300,0,3,MTIA_S3
MTIM,MTIMAML,L900,UMPR_03,8,101.05368,4.56163,75,0,1,MTIM_S1
MTIM,MTIMAML,L900,UMPR_03,8,101.05368,4.56163,170,0,2,MTIM_S2
MTIM,MTIMAML,L900,UMPR_03,8,101.05368,4.56163,285,0,3,MTIM_S3
MTIM,MTIMAML,L2100,UMPR_03,1,101.05368,4.56163,75,0,1,MTIM_S1
MTIM,MTIMAML,L2100,UMPR_03,1,101.05368,4.56163,170,0,2,MTIM_S2
MTIM,MTIMAML,L2100,UMPR_03,1,101.05368,4.56163,285,0,3,MTIM_S3
MTIM,MTIMAML,L1800,UMPR_03,3,101.05368,4.56163,75,0,1,MTIM_S1
MTIM,MTIMAML,L1800,UMPR_03,3,101.05368,4.56163,170,0,2,MTIM_S2
MTIM,MTIMAML,L1800,UMPR_03,3,101.05368,4.56163,285,0,3,MTIM_S3
MURO,MUROAML,L900,UMPR_08,8,100.622778,4.210683,85,0,1,MURO_S1
MURO,MUROAML,L900,UMPR_08,8,100.622778,4.210683,135,0,2,MURO_S2
MURO,MUROAML,L900,UMPR_08,8,100.622778,4.210683,290,0,3,MURO_S3
MURO,MUROAML,L2100,UMPR_08,1,100.622778,4.210683,85,0,1,MURO_S1
MURO,MUROAML,L2100,UMPR_08,1,100.622778,4.210683,135,0,2,MURO_S2
MURO,MUROAML,L2100,UMPR_08,1,100.622778,4.210683,290,0,3,MURO_S3
MURO,MUROAML,L2600,UMPR_08,7,100.622778,4.210683,85,0,1,MURO_S1
MURO,MUROAML,L2600,UMPR_08,7,100.622778,4.210683,135,0,2,MURO_S2
MURO,MUROAML,L2600,UMPR_08,7,100.622778,4.210683,290,0,3,MURO_S3
MURO,MUROAML,L1800,UMPR_08,3,100.622778,4.210683,85,0,1,MURO_S1
MURO,MUROAML,L1800,UMPR_08,3,100.622778,4.210683,135,0,2,MURO_S2
MURO,MUROAML,L1800,UMPR_08,3,100.622778,4.210683,290,0,3,MURO_S3
NEGA,NEGAAML,L900,UMPR_03,8,101.04505,4.581419,20,0,1,NEGA_S1
NEGA,NEGAAML,L900,UMPR_03,8,101.04505,4.581419,180,0,2,NEGA_S2
NEGA,NEGAAML,L900,UMPR_03,8,101.04505,4.581419,270,0,3,NEGA_S3
NEGA,NEGAAML,L2100,UMPR_03,1,101.04505,4.581419,20,0,1,NEGA_S1
NEGA,NEGAAML,L2100,UMPR_03,1,101.04505,4.581419,180,0,2,NEGA_S2
NEGA,NEGAAML,L2100,UMPR_03,1,101.04505,4.581419,270,0,3,NEGA_S3
NEGA,NEGAAML,L2100,UMPR_03,1,101.04505,4.581419,20,0,1,NEGA_S1
NEGA,NEGAAML,L2100,UMPR_03,1,101.04505,4.581419,270,0,3,NEGA_S3
NEGA,NEGAAML,L2600,UMPR_03,7,101.04505,4.581419,20,0,1,NEGA_S1
